uses_wellness_apps,mindfulness_minutes_per_day,sleep_quality,stress_level,sleep_duration_hours,caffeine_intake_mg_per_day,gaming_hours,entertainment_hours,phone_usage_hours,laptop_usage_hours,gender,daily_screen_time_hours,mood_rating,physical_activity_hours_per_week,mental_health_score,weekly_depression_score,social_media_hours,work_related_hours
False,15.1,4.0,5,8.0,168.6,1.6,1.6,2.0,0.0,Female,2.7,4.5,3.3,56.0,6.0,3.2,3.4
False,20.6,4.0,7,7.4,32.3,0.6,1.6,1.3,0.3,Female,3.2,2.7,0.0,54.0,8.0,4.2,3.8
True,21.4,5.0,2,7.6,150.7,3.0,2.5,1.6,0.5,Female,2.3,8.9,4.2,81.0,1.0,1.3,2.3
True,18.2,4.0,4,7.5,177.7,1.9,1.3,1.6,0.0,Male,2.4,6.4,4.1,65.0,10.0,2.8,3.3
True,21.6,5.0,1,8.0,132.6,3.3,2.9,1.4,0.3,Male,1.1,8.9,4.2,88.0,1.0,0.5,1.4
False,15.2,3.0,8,5.9,162.6,0.9,0.7,3.6,2.8,Male,7.9,1.0,1.4,60.0,14.0,4.4,3.6
False,5.0,4.0,10,7.3,96.3,1.0,0.6,3.3,2.0,Male,7.9,1.0,0.2,45.0,10.0,4.5,3.8
False,9.4,5.0,6,8.5,45.3,0.7,1.6,2.4,0.4,Male,3.1,5.8,0.1,60.0,10.0,4.1,3.7
False,34.7,5.0,1,7.9,179.7,3.0,2.3,1.6,0.7,Female,1.6,9.9,5.5,80.0,2.0,0.9,1.2
False,10.1,4.0,6,7.2,117.7,0.7,1.4,1.4,2.9,Male,6.0,5.0,0.0,62.0,10.0,3.8,3.5
False,17.5,3.0,8,6.9,170.8,1.1,1.6,2.7,2.8,Female,9.4,1.2,2.1,54.0,13.0,4.5,4.0
True,11.1,4.0,8,7.3,111.6,1.5,1.3,2.3,1.6,Male,7.0,3.6,2.0,50.0,10.0,4.5,3.7
True,25.9,4.0,5,7.7,222.5,1.3,1.1,1.9,2.8,Male,7.0,4.2,4.2,79.0,13.0,3.4,3.4
False,27.0,4.0,3,7.4,131.9,2.0,2.3,2.5,0.7,Female,4.4,7.2,3.0,81.0,0.0,2.0,3.2
False,12.7,3.0,10,7.1,42.6,1.9,1.1,2.8,1.8,Female,6.7,1.0,0.7,57.0,12.0,4.5,3.9
False,23.0,5.0,3,6.9,160.3,1.1,1.9,1.9,0.0,Female,3.4,8.5,3.2,67.0,8.0,2.0,3.2
True,35.1,5.0,2,7.7,97.7,2.3,2.2,1.3,1.1,Female,2.8,8.7,5.6,87.0,4.0,1.9,1.7
False,12.8,4.0,7,6.7,157.2,0.6,1.6,0.8,1.5,Male,5.6,4.2,0.9,60.0,12.0,4.3,3.7
False,12.5,5.0,7,7.1,123.4,1.3,1.2,2.2,0.0,Female,5.1,1.0,1.8,63.0,11.0,3.8,4.1
False,10.4,3.0,5,7.4,90.2,1.9,1.0,4.0,2.2,Male,7.8,5.2,3.7,59.0,8.0,3.5,3.5
False,8.5,4.0,9,7.8,102.3,0.6,1.0,1.0,2.3,Male,5.9,1.0,0.6,47.0,16.0,4.5,4.1
False,13.3,4.0,7,7.5,183.8,1.3,2.2,3.0,2.6,Male,5.6,3.0,2.5,57.0,10.0,4.1,3.7
False,15.8,3.0,9,7.7,102.8,1.2,1.0,1.4,4.1,Male,7.4,1.0,1.3,51.0,15.0,4.5,4.0
False,10.1,4.0,7,6.6,180.6,1.4,1.9,1.6,2.0,Male,4.4,2.0,1.2,57.0,11.0,4.2,3.8
True,24.8,4.0,3,8.2,173.9,1.9,1.6,2.8,1.4,Female,4.9,6.0,4.6,75.0,3.0,2.6,3.4
True,13.9,4.0,6,7.1,107.9,1.7,1.4,1.8,0.0,Female,3.8,2.4,8.4,70.0,9.0,3.7,3.8
False,26.2,5.0,3,7.6,32.1,2.4,2.4,2.2,1.9,Male,4.6,6.5,3.4,71.0,8.0,2.2,2.9
True,30.0,4.0,5,6.9,147.1,1.4,1.5,2.2,2.1,Male,6.0,6.1,2.8,68.0,5.0,3.3,3.4
True,28.8,5.0,4,7.8,151.2,1.7,1.5,1.4,0.0,Male,3.0,6.2,8.2,81.0,9.0,3.1,3.5
False,7.1,4.0,10,7.2,178.6,1.4,0.8,2.8,1.2,Male,6.1,1.0,0.0,48.0,13.0,4.5,4.2
False,31.4,4.0,4,8.1,156.0,1.9,2.4,1.9,1.5,Female,3.8,5.9,2.2,73.0,8.0,3.1,3.2
False,21.9,5.0,2,8.8,187.0,2.3,3.1,0.8,2.1,Male,3.7,8.1,2.7,77.0,2.0,1.6,2.6
True,16.1,3.0,8,7.6,214.4,0.3,1.4,1.2,2.4,Female,6.8,3.1,3.0,57.0,11.0,4.1,4.1
True,37.5,5.0,2,7.4,176.4,1.7,2.4,0.2,0.9,Male,4.0,9.2,4.3,81.0,5.0,1.3,2.4
True,16.3,4.0,9,8.1,131.8,1.5,1.5,2.0,1.7,Other,5.0,1.1,0.0,41.0,13.0,4.5,3.9
False,11.4,4.0,9,6.0,193.0,0.8,1.7,3.2,2.1,Male,9.3,1.1,1.2,57.0,13.0,4.5,4.2
False,17.3,4.0,1,7.4,199.7,2.3,3.5,1.1,1.3,Female,2.6,10.0,4.5,79.0,0.0,1.0,1.3
False,17.5,4.0,6,7.4,176.6,1.2,0.9,2.5,1.0,Male,4.2,2.5,2.6,66.0,7.0,3.7,3.8
False,18.1,4.0,7,7.0,195.7,1.2,1.7,2.4,2.3,Female,6.6,2.6,6.7,68.0,11.0,3.7,3.7
False,7.3,3.0,10,7.1,141.1,0.8,0.5,1.3,1.3,Male,4.0,1.0,0.0,42.0,14.0,4.5,4.0
True,15.0,3.0,3,7.7,150.4,1.2,2.4,3.4,0.2,Male,4.9,6.2,4.1,76.0,0.0,2.1,3.4
True,20.5,4.0,8,7.4,32.6,0.9,1.6,1.8,3.0,Female,4.7,3.3,0.0,48.0,11.0,4.5,3.9
False,34.1,5.0,2,7.4,32.3,2.0,2.7,3.8,0.3,Female,4.5,9.0,4.4,81.0,2.0,1.9,2.7
False,25.9,4.0,3,8.4,114.0,1.6,2.4,0.5,1.4,Female,2.0,6.6,2.6,71.0,2.0,2.5,2.5
True,19.3,5.0,6,7.3,116.8,1.5,1.8,1.8,1.9,Female,3.9,3.3,1.2,68.0,9.0,4.0,3.7
True,27.6,4.0,4,8.1,154.6,1.2,1.7,1.9,2.0,Female,2.9,6.2,5.9,80.0,2.0,2.9,3.5
False,35.0,4.0,1,7.3,126.3,3.0,2.8,2.0,1.7,Male,4.5,9.6,3.9,80.0,0.0,1.2,1.4
False,10.8,4.0,7,7.3,211.3,1.3,1.1,2.6,0.0,Male,4.1,2.8,2.0,59.0,7.0,4.1,3.7
False,8.1,4.0,10,6.7,104.2,1.1,0.3,5.0,0.7,Male,7.2,1.0,0.0,40.0,16.0,4.5,4.3
False,20.6,5.0,6,6.7,229.1,1.7,1.9,2.4,1.8,Female,4.8,4.6,4.1,65.0,4.0,3.6,4.5
False,22.6,4.0,6,7.1,205.3,1.6,1.5,2.0,1.4,Male,4.7,3.9,0.5,59.0,9.0,3.7,4.2
False,7.7,5.0,8,6.4,179.3,0.4,1.5,1.0,2.1,Male,6.1,2.6,1.6,55.0,10.0,4.5,4.2
True,21.8,4.0,6,7.7,140.4,1.2,1.3,0.3,2.6,Female,3.3,4.7,0.8,63.0,9.0,3.7,3.6
False,6.2,3.0,9,6.8,123.4,1.0,1.1,3.1,2.1,Female,8.0,1.0,0.0,48.0,6.0,4.5,4.1
True,9.4,4.0,9,7.9,159.5,1.6,1.2,1.5,0.7,Male,5.8,1.2,3.0,58.0,11.0,4.5,4.0
False,17.4,3.0,9,6.7,141.9,0.3,0.9,4.3,0.9,Male,8.0,1.0,2.4,45.0,14.0,4.5,4.1
False,9.3,4.0,10,6.9,155.3,1.1,1.0,2.8,3.3,Male,7.8,1.0,0.0,49.0,15.0,4.5,3.7
True,21.8,4.0,4,8.1,174.2,1.8,1.6,2.3,1.3,Male,4.3,5.5,3.5,69.0,8.0,2.9,3.5
False,27.3,5.0,4,8.0,57.6,2.2,1.8,2.4,1.4,Male,3.4,6.8,2.6,75.0,3.0,2.5,3.3
False,15.2,2.0,8,7.3,144.0,1.1,1.8,2.4,2.1,Female,6.4,1.5,0.1,53.0,14.0,4.3,3.8
True,20.9,4.0,2,6.9,149.3,2.6,1.7,1.4,2.9,Female,4.7,8.2,7.4,83.0,0.0,1.6,2.3
True,30.5,4.0,1,8.0,168.0,3.4,3.0,0.4,0.5,Female,2.5,7.0,5.9,86.0,5.0,1.0,1.0
True,27.1,5.0,2,7.5,183.8,2.3,2.1,1.5,1.0,Male,2.5,8.2,3.8,63.0,0.0,1.7,2.6
False,17.6,4.0,1,7.5,150.6,2.7,2.2,2.0,0.0,Female,1.8,9.8,3.3,85.0,1.0,0.8,1.4
True,32.4,4.0,2,8.3,135.2,2.6,3.5,1.4,1.2,Male,2.8,7.0,6.1,85.0,2.0,1.7,2.3
False,19.9,4.0,6,8.3,120.3,0.8,1.7,0.8,2.1,Male,3.4,2.1,1.7,69.0,10.0,3.9,3.5
False,6.8,4.0,9,6.9,214.6,0.5,1.5,1.3,1.1,Female,4.9,1.0,2.8,48.0,12.0,4.5,3.7
False,9.0,4.0,8,8.0,146.3,1.2,1.4,2.9,3.4,Male,7.1,1.0,0.9,51.0,10.0,4.5,4.1
True,8.8,4.0,8,7.3,169.1,1.1,1.4,2.7,1.6,Male,5.3,1.5,0.0,48.0,12.0,4.3,3.8
True,11.4,5.0,5,7.9,97.2,2.2,1.1,2.2,1.4,Female,4.1,3.8,5.9,78.0,5.0,3.1,3.4
False,8.5,4.0,9,8.1,135.4,1.0,1.3,2.5,1.1,Male,6.8,1.0,0.0,49.0,5.0,4.5,3.7
True,19.3,5.0,6,7.4,216.7,1.4,0.7,1.0,0.0,Female,4.1,3.9,6.9,73.0,10.0,3.9,3.8
False,6.2,4.0,10,7.6,129.7,0.7,0.7,1.3,1.4,Male,4.3,1.0,1.2,51.0,21.0,4.5,3.8
False,7.2,4.0,10,7.6,139.3,0.9,1.0,2.3,1.9,Female,5.5,1.8,0.0,51.0,19.0,4.5,3.8
True,31.3,5.0,4,8.1,114.2,2.4,2.1,1.1,1.4,Male,5.6,5.7,3.3,68.0,3.0,2.8,3.6
False,24.7,3.0,4,7.4,236.9,1.2,1.1,2.1,1.8,Male,5.5,5.8,2.7,65.0,2.0,3.1,3.4
True,19.2,4.0,6,8.0,62.3,1.5,2.0,0.9,0.8,Female,2.9,3.7,0.1,58.0,4.0,3.8,3.5
False,11.8,4.0,7,7.2,204.7,1.6,1.7,0.5,0.1,Male,3.5,2.9,2.7,66.0,8.0,4.1,3.8
False,22.4,4.0,4,6.8,126.6,1.7,1.1,2.7,1.4,Male,3.5,4.8,1.4,68.0,2.0,3.0,3.4
False,7.1,4.0,10,6.9,28.8,0.7,0.9,2.9,1.7,Male,6.8,1.6,0.0,55.0,13.0,4.5,4.1
False,24.6,5.0,3,7.1,176.6,2.5,2.3,1.4,1.3,Male,4.3,7.7,2.7,68.0,2.0,2.4,3.4
True,20.3,4.0,7,8.1,248.2,1.5,2.0,0.6,1.7,Male,2.7,4.2,2.6,64.0,10.0,4.3,4.0
False,29.1,4.0,2,7.7,174.5,2.4,2.4,0.2,2.4,Male,1.9,8.8,3.6,80.0,1.0,2.0,2.4
False,9.6,4.0,9,6.8,85.6,1.3,1.6,3.7,2.4,Female,7.2,1.9,0.0,51.0,5.0,4.5,4.2
False,14.4,4.0,9,6.7,171.9,0.8,1.0,2.1,2.4,Male,7.4,1.4,1.0,50.0,13.0,4.5,4.1
True,22.1,4.0,2,7.3,133.3,2.2,2.7,1.5,2.6,Female,3.6,9.3,6.2,80.0,5.0,1.8,1.8
False,14.8,5.0,5,7.9,171.6,1.4,1.5,1.7,2.0,Male,4.4,5.1,4.9,75.0,3.0,3.3,3.5
False,17.0,4.0,5,7.0,115.7,1.4,1.2,0.3,1.9,Male,4.6,5.2,2.0,65.0,7.0,3.3,3.6
False,14.0,4.0,8,7.0,125.6,0.5,1.4,2.6,3.6,Female,7.2,1.4,0.7,52.0,11.0,4.4,3.6
False,12.3,4.0,10,6.8,52.7,0.9,1.5,3.8,2.4,Male,8.0,1.0,0.1,52.0,10.0,4.5,3.8
True,38.6,5.0,2,7.9,17.0,1.9,2.3,1.3,0.6,Other,2.1,8.7,3.1,79.0,4.0,1.7,2.5
False,35.6,4.0,3,8.4,202.4,2.4,2.3,4.1,0.0,Male,4.4,6.7,3.3,82.0,2.0,2.4,2.9
False,34.0,4.0,1,7.3,91.4,2.9,2.7,1.9,1.2,Female,3.1,8.1,6.3,82.0,0.0,0.7,1.4
False,9.1,4.0,7,7.4,134.0,1.3,1.8,3.5,2.2,Female,6.1,4.2,3.0,66.0,13.0,4.2,3.9
False,14.7,3.0,8,6.8,160.3,0.0,2.1,2.3,2.6,Female,9.0,2.1,2.9,57.0,7.0,4.2,4.1
False,9.6,4.0,8,7.0,130.6,0.6,2.0,2.3,0.1,Female,6.4,2.1,1.7,60.0,16.0,4.4,3.9
False,10.0,4.0,9,6.9,123.2,1.2,1.1,3.7,2.3,Female,8.4,2.5,1.5,51.0,10.0,4.5,4.2
True,10.4,2.0,10,7.8,138.1,1.6,1.3,2.7,2.7,Male,8.5,1.0,0.0,41.0,11.0,4.5,4.2
False,8.3,4.0,10,7.1,173.6,1.3,0.8,2.3,2.2,Male,7.1,1.0,0.7,56.0,18.0,4.5,3.8
False,12.9,4.0,10,7.0,188.6,1.4,1.5,0.3,2.0,Female,7.9,1.0,0.8,51.0,15.0,4.5,4.1
False,11.8,4.0,4,7.4,231.1,2.0,2.0,0.6,1.4,Male,3.3,4.4,6.6,76.0,0.0,2.4,3.4
False,21.5,4.0,3,7.7,127.9,2.3,2.3,2.4,1.0,Male,3.9,6.8,3.5,68.0,4.0,2.3,2.9
False,12.2,3.0,10,6.6,157.6,1.1,1.4,3.3,2.4,Female,7.2,1.5,1.1,45.0,10.0,4.5,4.3
False,35.6,3.0,3,7.6,138.1,1.7,3.0,2.1,2.1,Male,3.7,6.6,4.6,69.0,5.0,2.5,3.0
False,16.8,4.0,7,7.9,251.1,1.4,2.0,1.5,1.1,Female,3.0,3.7,1.6,62.0,10.0,3.9,3.6
False,29.6,4.0,4,7.1,162.2,2.0,1.6,0.3,4.3,Female,3.7,5.4,0.0,68.0,6.0,3.0,3.5
False,15.9,4.0,7,8.3,86.6,1.2,1.5,1.3,0.0,Female,3.5,2.3,11.8,77.0,8.0,4.4,3.9
True,39.0,5.0,2,8.5,113.1,2.5,3.0,2.1,1.2,Female,2.4,7.5,3.9,83.0,0.0,1.9,2.2
False,13.9,4.0,10,8.5,122.3,0.8,0.4,1.2,0.7,Male,5.1,1.0,0.0,51.0,12.0,4.5,4.1
False,16.0,4.0,8,7.6,211.1,1.5,1.3,1.1,1.9,Male,5.6,2.6,0.0,60.0,11.0,4.5,4.0
True,29.1,4.0,1,7.6,90.9,2.0,3.0,2.0,0.0,Male,4.5,7.6,5.2,83.0,0.0,0.9,1.0
True,31.5,4.0,4,7.3,161.4,1.6,1.2,3.3,2.9,Male,5.0,6.0,5.0,75.0,8.0,3.2,3.5
False,16.5,4.0,8,7.1,269.2,1.5,1.2,2.6,2.6,Female,7.2,1.7,1.5,58.0,12.0,4.5,3.8
False,25.1,4.0,6,7.9,71.2,1.2,1.7,2.3,1.8,Female,4.8,2.4,1.2,65.0,11.0,3.8,3.8
True,19.1,3.0,5,7.3,139.7,1.4,1.7,2.2,1.2,Male,5.3,4.0,1.1,65.0,5.0,3.3,3.5
False,9.4,4.0,10,7.0,102.3,0.8,0.8,2.5,2.3,Male,7.8,1.0,0.0,48.0,8.0,4.5,4.1
False,38.3,4.0,2,7.6,43.0,3.1,2.2,1.9,1.9,Other,5.6,7.7,3.5,72.0,4.0,1.5,2.5
False,26.8,4.0,5,7.0,217.6,1.9,1.7,1.6,2.5,Male,5.1,5.5,2.2,63.0,8.0,3.3,3.5
True,10.4,3.0,10,7.7,43.2,1.9,0.9,2.7,1.4,Female,8.3,1.0,0.3,46.0,12.0,4.5,3.9
False,30.7,4.0,4,7.6,192.1,1.6,1.6,1.8,1.3,Male,3.8,6.1,2.5,70.0,4.0,2.5,3.4
False,8.2,4.0,8,7.8,41.3,0.6,1.3,0.9,2.7,Female,4.8,2.6,0.0,55.0,7.0,4.5,4.0
True,21.3,3.0,3,6.8,156.9,1.1,2.3,3.3,2.2,Female,5.7,5.9,5.2,74.0,5.0,2.1,2.9
False,8.3,4.0,10,7.4,144.7,1.6,0.8,0.3,1.3,Female,4.3,1.0,1.7,57.0,20.0,4.5,3.9
False,35.9,4.0,2,7.0,114.1,2.5,2.7,3.4,1.9,Female,6.1,9.0,4.3,79.0,2.0,1.5,2.0
False,17.5,4.0,6,7.0,184.9,1.2,2.0,2.5,1.7,Male,6.5,2.9,3.4,55.0,4.0,3.7,3.8
False,13.6,4.0,8,6.6,181.6,0.7,2.1,1.1,2.0,Male,6.5,1.0,1.1,54.0,8.0,4.5,3.8
False,9.7,5.0,7,7.8,171.7,1.4,2.1,2.0,2.9,Female,6.1,4.1,1.3,59.0,10.0,4.2,3.9
False,17.7,4.0,7,7.6,96.3,1.1,1.5,1.6,1.1,Male,5.0,2.0,1.4,61.0,10.0,4.1,4.0
False,15.5,4.0,7,6.9,135.7,1.1,1.2,2.7,0.8,Female,3.6,3.1,1.9,60.0,4.0,4.1,4.0
False,7.9,5.0,9,7.1,242.9,0.3,1.2,2.7,1.8,Female,6.3,1.2,1.5,56.0,7.0,4.5,3.9
False,13.2,5.0,10,7.3,100.0,1.6,0.9,2.4,0.9,Female,4.4,2.1,1.0,58.0,10.0,4.5,3.8
False,17.6,5.0,7,7.7,240.6,1.0,2.1,2.7,0.5,Female,3.7,1.5,1.7,63.0,14.0,4.1,4.2
False,17.3,4.0,9,7.0,73.0,1.0,1.3,1.9,2.6,Female,7.5,1.8,1.1,69.0,8.0,4.5,4.2
False,14.1,4.0,8,7.9,94.1,1.1,2.0,3.6,1.2,Female,5.3,1.9,0.0,59.0,9.0,4.3,3.9
False,20.3,4.0,6,7.8,268.7,1.5,1.6,3.1,0.0,Male,5.4,5.7,2.6,64.0,5.0,3.9,4.0
False,15.3,4.0,6,8.5,40.7,1.2,1.6,1.6,2.4,Male,4.4,4.3,0.0,62.0,4.0,3.5,3.9
False,24.7,4.0,3,6.4,200.4,2.2,2.8,2.7,1.0,Male,3.7,6.3,6.8,90.0,6.0,2.4,3.3
True,13.5,4.0,7,7.9,131.5,0.5,2.3,2.7,2.1,Female,6.8,2.8,0.0,49.0,6.0,3.9,4.0
True,12.0,4.0,5,7.5,147.5,1.4,1.0,1.8,2.7,Male,7.7,6.7,3.6,73.0,3.0,3.4,3.7
False,13.9,5.0,3,7.4,173.7,2.2,2.2,1.7,1.7,Female,3.8,7.0,8.3,90.0,5.0,2.3,2.9
False,10.1,4.0,9,7.2,177.9,1.0,1.3,3.1,0.0,Male,5.9,1.0,0.0,47.0,16.0,4.5,4.0
False,11.8,4.0,5,7.4,79.8,2.0,0.9,2.0,0.0,Female,4.5,6.0,2.0,63.0,5.0,3.5,3.5
True,18.0,4.0,2,7.6,108.6,2.2,2.7,2.2,0.8,Male,3.9,7.5,1.8,72.0,2.0,1.4,2.5
True,13.4,4.0,5,7.1,30.4,1.7,1.5,3.3,1.4,Female,5.2,4.5,4.2,78.0,10.0,3.4,3.5
False,12.4,2.0,10,6.0,172.7,1.1,1.2,4.3,2.8,Female,10.0,1.0,0.7,46.0,13.0,4.5,4.1
True,17.2,5.0,6,7.2,185.4,1.4,1.1,1.5,1.8,Male,4.1,5.1,1.2,60.0,13.0,3.7,3.7
False,13.4,4.0,3,7.0,147.4,2.5,2.3,1.8,4.4,Male,6.3,6.8,4.3,67.0,1.0,2.3,3.1
True,10.1,3.0,8,7.5,223.9,1.3,1.0,2.1,0.0,Female,6.3,2.9,0.9,58.0,11.0,4.2,4.1
False,5.7,3.0,10,6.7,224.6,0.7,0.9,2.1,1.6,Female,5.2,1.0,0.2,47.0,8.0,4.5,4.1
True,15.8,5.0,4,7.8,126.8,1.9,1.4,2.3,1.0,Male,3.9,5.8,3.8,79.0,7.0,2.8,3.4
False,11.6,3.0,10,6.4,245.2,1.4,0.6,1.6,1.8,Other,7.6,1.0,1.0,49.0,15.0,4.5,4.1
True,31.1,3.0,3,7.5,94.8,2.1,2.4,0.9,3.4,Female,5.4,4.5,4.7,81.0,1.0,2.1,2.8
False,18.7,2.0,8,7.1,230.4,1.0,0.4,3.6,3.5,Female,9.2,1.7,1.7,44.0,7.0,4.1,4.2
True,14.5,4.0,4,7.4,234.8,2.1,1.9,2.6,1.6,Male,4.3,5.7,7.1,80.0,6.0,2.8,3.6
True,26.3,4.0,4,7.3,102.5,1.4,1.1,1.6,2.4,Male,5.6,6.7,3.4,72.0,1.0,2.8,3.2
True,7.4,4.0,9,7.7,175.5,0.9,1.3,2.4,1.7,Female,5.6,1.2,1.1,51.0,17.0,4.5,4.2
True,26.3,3.0,6,7.0,42.4,1.3,0.8,3.6,0.3,Female,5.7,4.2,2.8,64.0,6.0,3.4,3.4
True,25.4,4.0,1,7.9,170.0,3.0,2.4,1.3,1.5,Female,2.3,8.3,3.2,78.0,1.0,0.7,1.4
True,12.8,5.0,3,7.4,82.5,2.0,2.2,2.2,0.9,Male,3.5,7.8,4.7,79.0,3.0,2.2,2.8
True,14.0,5.0,4,8.3,148.3,2.3,1.5,0.7,1.4,Male,3.9,6.9,1.6,65.0,3.0,2.8,3.4
True,32.1,4.0,3,7.9,100.1,0.7,2.5,1.9,0.6,Male,3.5,5.0,2.5,76.0,2.0,1.9,3.1
True,13.5,4.0,7,6.6,136.3,0.9,0.5,2.6,1.7,Male,6.9,2.8,3.8,66.0,6.0,4.4,4.1
False,11.5,4.0,4,8.1,86.8,1.5,2.0,1.0,1.8,Male,6.3,4.9,4.1,77.0,4.0,3.1,3.4
False,22.5,4.0,5,7.9,159.2,1.4,1.9,1.8,2.3,Male,4.9,5.6,1.1,58.0,6.0,3.1,3.6
False,20.6,4.0,8,6.6,77.5,1.1,1.8,2.7,1.8,Other,6.0,1.8,0.0,47.0,9.0,4.2,3.7
False,11.7,4.0,4,6.2,247.3,2.4,0.9,2.5,3.3,Male,7.8,5.5,4.0,67.0,9.0,2.6,3.4
False,12.0,3.0,10,6.4,77.7,0.4,0.5,1.0,3.9,Female,8.4,1.0,0.0,53.0,13.0,4.5,3.7
False,19.7,4.0,6,6.9,117.8,1.4,1.6,2.3,1.1,Female,4.8,5.1,0.6,60.0,8.0,3.7,3.9
False,5.1,4.0,10,7.3,98.1,1.5,0.6,2.5,2.6,Female,6.4,1.0,0.0,50.0,15.0,4.5,4.0
False,14.6,3.0,8,7.1,39.5,1.3,1.3,2.1,3.8,Male,7.5,3.4,2.9,61.0,12.0,4.5,4.0
False,6.6,4.0,10,7.3,95.2,0.8,1.3,3.0,2.6,Female,8.2,1.0,1.0,46.0,11.0,4.5,4.2
True,26.0,5.0,5,7.5,18.9,1.5,1.4,1.5,2.3,Female,3.1,4.6,3.2,71.0,8.0,3.5,3.8
False,16.6,4.0,5,7.3,261.4,1.5,1.5,2.4,0.0,Female,4.2,3.9,2.3,62.0,6.0,3.4,3.9
False,7.2,4.0,10,7.4,162.1,1.0,0.2,1.0,0.9,Female,5.3,1.0,0.8,42.0,17.0,4.5,3.9
False,23.1,5.0,2,8.1,165.3,2.8,2.3,0.6,1.0,Other,3.7,9.5,4.6,86.0,3.0,1.4,2.4
False,12.9,4.0,10,6.1,124.3,1.8,1.0,2.7,3.0,Female,7.4,1.0,0.0,47.0,12.0,4.5,3.8
True,21.2,4.0,1,7.5,175.4,2.5,2.5,2.0,0.7,Male,3.4,9.6,3.4,83.0,2.0,0.7,1.0
False,20.7,4.0,5,8.2,106.3,1.5,1.7,1.6,1.4,Female,3.3,4.0,1.8,70.0,4.0,3.4,3.5
True,11.9,4.0,10,7.0,104.3,0.6,1.1,1.0,2.4,Male,8.0,1.0,0.0,42.0,5.0,4.5,4.0
False,8.0,5.0,10,7.2,138.5,1.1,1.8,2.7,0.6,Female,5.7,1.0,1.4,49.0,10.0,4.5,4.1
False,11.4,3.0,10,6.7,184.8,0.9,0.8,0.6,1.8,Male,6.9,1.6,1.1,56.0,11.0,4.5,4.0
True,29.0,3.0,5,7.6,72.8,2.0,1.2,2.9,1.7,Male,6.2,4.3,3.6,69.0,8.0,3.5,3.8
False,23.0,4.0,4,7.0,190.1,2.3,2.0,2.4,2.5,Female,5.9,5.9,2.8,65.0,3.0,3.1,3.8
True,18.9,5.0,1,7.3,116.4,2.4,2.9,0.7,2.2,Female,3.8,8.0,8.6,86.0,0.0,0.5,1.1
False,18.2,4.0,7,7.8,196.9,1.0,1.5,2.1,2.2,Male,6.8,3.6,2.8,58.0,10.0,4.1,4.0
False,17.7,4.0,9,6.5,185.2,0.8,1.6,4.4,1.7,Male,8.2,1.6,1.4,54.0,5.0,4.5,3.8
False,25.1,5.0,5,8.4,150.6,1.5,1.0,3.1,0.0,Female,3.2,4.0,0.6,66.0,8.0,3.3,3.8
False,7.2,4.0,10,7.3,128.1,1.4,0.9,1.3,1.7,Male,5.6,1.0,0.0,53.0,14.0,4.5,4.1
False,13.9,4.0,7,7.4,120.8,0.8,1.6,2.6,1.6,Female,5.0,1.8,0.6,61.0,6.0,3.8,3.6
False,7.2,4.0,9,7.5,91.4,0.9,1.1,0.7,2.3,Male,5.0,1.0,0.0,47.0,15.0,4.5,3.8
False,19.9,4.0,5,7.5,84.4,2.0,1.2,0.8,1.0,Female,3.6,4.0,1.6,73.0,7.0,3.0,4.1
False,13.2,3.0,7,7.1,112.4,1.0,2.2,1.9,1.5,Female,5.2,1.8,1.8,60.0,8.0,4.1,3.6
False,27.4,4.0,2,7.7,197.7,2.0,2.3,2.5,1.6,Male,3.6,8.1,3.4,87.0,0.0,1.8,2.1
False,11.7,4.0,6,7.3,207.4,1.4,1.5,2.7,0.7,Male,3.7,3.5,0.0,56.0,8.0,3.9,3.9
False,14.8,5.0,10,7.6,148.6,0.8,0.8,2.7,0.2,Male,5.1,1.0,0.0,40.0,10.0,4.5,4.0
False,10.4,4.0,9,8.4,106.8,0.9,1.0,2.4,1.9,Female,6.7,1.0,1.3,56.0,8.0,4.5,3.7
True,20.3,4.0,5,8.0,110.7,1.4,1.4,0.5,2.6,Female,2.8,5.1,10.7,78.0,8.0,3.6,3.8
True,39.0,5.0,2,7.4,109.5,2.2,3.0,1.9,0.8,Female,3.9,7.8,5.2,84.0,3.0,1.4,2.5
False,15.1,4.0,6,7.4,174.1,1.6,0.9,2.9,1.3,Male,5.7,4.0,1.7,62.0,8.0,3.7,3.4
False,8.7,3.0,10,7.0,112.1,1.5,0.8,2.4,2.4,Male,7.4,1.0,0.0,52.0,12.0,4.5,4.4
False,20.9,3.0,7,7.2,159.2,1.2,2.3,2.2,2.5,Male,5.9,2.8,1.7,57.0,8.0,4.3,4.1
False,9.2,5.0,7,7.5,139.6,0.9,0.9,2.3,1.8,Male,3.3,1.4,0.0,61.0,11.0,4.4,3.9
True,21.4,4.0,1,7.7,227.4,2.5,2.4,2.3,2.0,Female,4.0,7.1,7.2,89.0,0.0,0.9,1.1
True,27.7,4.0,1,7.9,186.6,2.9,2.9,0.2,2.1,Female,4.4,9.4,6.0,85.0,1.0,0.4,1.1
False,17.2,4.0,7,8.3,109.9,1.1,0.8,3.0,2.3,Female,6.2,2.6,2.6,64.0,8.0,4.4,3.7
True,34.5,5.0,2,8.0,89.4,2.9,1.8,1.9,0.3,Male,2.3,8.6,5.2,84.0,4.0,1.7,2.1
