user_id,age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,total_tech_usage,usage_category
3109,17,Male,8.5,2.2,2.7,0.9,1.7,4.3,3.9,1.5,0.5,6.4,3.0,1.1,8,0.2,Rural,47.0,False,True,82.8,10.0,14.0,20.1,4.9,Passive Usage
3110,66,Female,6.6,2.4,2.5,1.4,1.4,4.5,3.7,1.5,0.2,6.5,3.0,1.4,9,0.4,Rural,50.0,True,True,122.7,18.0,11.0,8.6,4.9,Passive Usage
3111,37,Male,4.7,1.7,2.1,0.2,1.6,4.5,3.8,1.4,0.7,7.6,4.0,1.1,8,2.2,Urban,49.0,True,False,105.2,14.0,5.0,14.5,3.8,Passive Usage
3112,40,Female,6.4,2.7,3.7,0.2,0.8,4.5,4.1,1.5,1.0,7.2,4.0,1.9,9,0.4,Urban,53.0,True,False,110.0,14.0,10.0,14.3,6.4,Passive Usage
3113,18,Male,8.0,3.3,1.4,0.8,1.5,4.5,3.8,0.1,0.3,6.8,4.0,1.0,10,0.0,Urban,50.0,False,False,100.3,18.0,11.0,7.6,4.699999999999999,Passive Usage
3114,32,Male,3.7,0.6,2.6,1.0,0.0,3.3,3.9,0.6,1.0,7.1,3.0,5.9,5,1.5,Urban,69.0,False,False,100.0,4.0,8.0,13.5,3.2,Active/High-Intensity Usage
3115,69,Female,5.0,1.7,2.5,0.9,0.7,3.4,3.3,2.0,1.6,6.8,4.0,3.6,5,3.4,Urban,72.0,True,True,182.2,6.0,8.0,14.4,4.2,Passive Usage
3116,20,Male,9.0,4.1,2.0,0.0,2.2,4.5,3.8,0.5,0.8,7.1,3.0,1.0,10,0.0,Urban,43.0,False,False,214.6,15.0,17.0,13.4,6.1,Passive Usage
3117,49,Female,5.2,2.2,2.0,0.0,1.9,4.5,4.4,1.4,1.3,7.0,4.0,1.0,10,0.4,Urban,60.0,False,True,221.2,17.0,9.0,8.2,4.2,Passive Usage
3118,36,Other,4.8,2.0,2.0,0.5,1.3,4.1,3.4,1.9,1.2,8.2,4.0,3.3,7,2.3,Urban,60.0,False,False,110.2,13.0,10.0,16.0,4.0,Passive Usage
3119,57,Male,3.6,1.8,0.7,0.0,1.8,1.6,2.3,2.2,2.5,7.6,4.0,6.5,2,4.8,Rural,66.0,False,True,120.8,4.0,2.0,13.5,2.5,Active/High-Intensity Usage
3120,29,Male,8.9,3.1,1.9,0.8,2.9,4.5,4.1,0.9,1.2,7.2,3.0,2.1,10,0.4,Urban,45.0,False,True,81.4,15.0,13.0,7.5,5.0,Passive Usage
3121,36,Female,4.3,1.2,2.3,0.6,1.0,3.2,3.7,1.4,1.5,8.2,4.0,2.5,5,2.7,Suburban,69.0,False,True,77.4,12.0,5.0,20.5,3.5,Active/High-Intensity Usage
3122,74,Other,3.9,2.8,1.9,0.1,0.0,4.2,4.1,2.1,1.2,7.1,5.0,2.3,7,0.0,Urban,61.0,False,True,165.5,11.0,8.0,13.6,4.699999999999999,Passive Usage
3123,51,Female,3.0,1.8,0.0,0.3,2.0,3.2,3.8,1.1,1.1,7.8,4.0,4.4,5,0.0,Urban,69.0,True,False,80.7,10.0,5.0,27.6,1.8,Active/High-Intensity Usage
3124,66,Female,3.0,1.3,0.0,0.7,1.9,3.6,3.5,1.8,1.4,7.9,4.0,3.7,5,8.2,Suburban,70.0,True,False,136.2,11.0,2.0,20.8,1.3,Passive Usage
3125,56,Female,3.5,1.8,0.6,0.0,2.2,2.6,3.5,1.4,2.2,7.3,4.0,7.7,4,3.8,Urban,75.0,False,False,149.0,7.0,1.0,27.3,2.4,Active/High-Intensity Usage
3126,26,Male,3.8,2.0,1.4,0.2,0.2,3.0,3.3,1.1,1.8,6.8,4.0,5.3,4,3.9,Urban,70.0,True,True,201.8,7.0,6.0,24.6,3.4,Active/High-Intensity Usage
3127,61,Other,1.7,1.6,0.7,0.4,0.0,2.5,3.5,1.2,2.1,6.7,5.0,5.0,4,4.2,Rural,63.0,True,False,175.0,10.0,3.0,32.4,2.3,Active/High-Intensity Usage
3128,63,Other,6.7,3.0,2.2,0.4,1.7,4.3,3.8,1.2,1.6,6.7,3.0,1.0,8,2.5,Suburban,58.0,False,False,127.6,17.0,9.0,13.6,5.2,Passive Usage
3129,56,Male,5.1,1.3,2.8,0.4,1.6,3.4,4.1,1.1,1.6,7.9,4.0,6.3,5,2.7,Urban,63.0,True,False,207.9,6.0,5.0,15.1,4.1,Active/High-Intensity Usage
3130,52,Male,6.9,2.1,3.0,1.4,1.0,4.5,3.9,0.7,1.4,6.8,4.0,1.0,10,0.0,Urban,47.0,False,False,230.7,9.0,15.0,6.1,5.1,Active/High-Intensity Usage
3131,32,Male,7.5,2.5,1.9,1.2,2.8,3.5,3.6,1.4,1.3,7.5,4.0,4.3,6,2.0,Suburban,64.0,False,False,146.1,6.0,3.0,26.1,4.4,Balanced
3132,59,Male,5.4,2.1,2.7,0.2,1.4,4.4,4.1,1.4,1.0,6.9,3.0,3.1,8,0.5,Suburban,41.0,False,False,200.1,14.0,10.0,7.9,4.800000000000001,Passive Usage
3133,49,Female,5.4,2.7,0.9,0.0,2.6,3.9,3.8,1.4,1.4,7.3,4.0,6.0,6,2.4,Suburban,69.0,False,False,233.9,9.0,8.0,15.6,3.6,Passive Usage
3134,44,Male,4.8,1.6,1.3,0.4,2.3,4.4,4.1,2.2,1.2,7.6,4.0,2.5,7,0.0,Suburban,53.0,False,False,144.4,17.0,9.0,8.9,2.9000000000000004,Passive Usage
3135,38,Male,3.1,2.6,0.2,1.3,0.3,2.3,2.9,1.9,2.3,8.1,4.0,7.1,3,5.2,Rural,74.0,False,False,160.8,4.0,4.0,23.9,2.8000000000000003,Active/High-Intensity Usage
3136,56,Male,4.6,2.6,2.8,0.0,0.5,2.2,2.7,1.9,1.5,7.2,4.0,6.5,3,3.7,Suburban,76.0,True,True,141.8,5.0,5.0,14.4,5.4,Active/High-Intensity Usage
3137,44,Other,6.6,2.9,3.7,0.7,0.1,3.5,3.9,1.3,1.1,6.9,4.0,5.2,5,3.6,Urban,54.0,False,True,183.7,3.0,5.0,13.5,6.6,Active/High-Intensity Usage
3138,28,Female,3.3,0.3,1.1,0.4,1.8,2.7,3.2,2.0,1.3,6.6,5.0,4.1,4,1.3,Urban,75.0,False,False,55.6,6.0,5.0,27.2,1.4000000000000001,Passive Usage
3139,20,Male,6.1,2.5,0.0,1.3,1.5,4.5,3.8,0.0,1.3,7.0,5.0,1.0,10,0.3,Suburban,50.0,False,True,149.9,9.0,10.0,5.7,2.5,Active/High-Intensity Usage
3140,17,Male,8.4,2.8,0.4,1.2,2.8,4.5,3.9,1.1,1.4,8.7,4.0,1.0,9,3.1,Rural,64.0,False,False,69.6,13.0,12.0,13.7,3.1999999999999997,Passive Usage
3141,30,Other,3.9,1.6,0.8,0.0,2.0,3.4,3.6,1.5,1.5,7.4,4.0,4.8,6,2.5,Urban,62.0,False,True,167.2,5.0,7.0,25.7,2.4000000000000004,Active/High-Intensity Usage
3142,21,Female,3.4,1.5,0.0,1.3,0.1,4.5,3.7,1.0,0.9,6.9,4.0,1.1,8,0.0,Urban,44.0,False,False,114.3,14.0,7.0,18.7,1.5,Passive Usage
3143,66,Male,1.2,1.4,0.4,0.0,0.9,2.3,2.7,1.9,2.4,7.8,5.0,8.4,3,2.3,Suburban,68.0,True,False,105.7,6.0,6.0,25.2,1.7999999999999998,Active/High-Intensity Usage
3144,28,Male,3.9,1.1,1.7,1.0,0.0,3.4,3.8,1.2,1.2,7.9,4.0,4.2,5,6.8,Urban,73.0,True,True,189.6,4.0,2.0,10.4,2.8,Active/High-Intensity Usage
3145,23,Male,8.5,2.6,2.2,1.0,1.7,4.5,4.3,0.8,1.2,6.6,4.0,1.0,10,0.9,Suburban,44.0,False,True,137.3,13.0,11.0,14.5,4.800000000000001,Active/High-Intensity Usage
3146,29,Male,9.1,4.1,0.0,1.6,4.0,4.5,3.8,0.6,1.4,6.4,4.0,1.0,10,0.0,Urban,39.0,False,True,145.7,12.0,13.0,7.0,4.1,Active/High-Intensity Usage
3147,35,Female,3.9,1.5,0.9,0.7,1.5,4.5,4.2,0.9,1.1,8.8,3.0,1.6,8,0.0,Suburban,53.0,False,True,33.6,12.0,9.0,18.0,2.4,Passive Usage
3148,49,Female,4.2,1.6,1.5,0.2,1.6,4.0,3.9,2.0,1.4,7.6,5.0,2.6,7,0.0,Suburban,56.0,True,True,104.4,11.0,8.0,12.9,3.1,Passive Usage
3149,16,Female,4.8,2.0,0.3,0.0,1.4,4.5,4.1,0.9,1.1,8.1,4.0,1.0,10,0.0,Suburban,45.0,False,False,19.8,11.0,14.0,9.6,2.3,Passive Usage
3150,41,Female,4.5,0.6,1.8,1.5,1.8,4.5,4.1,1.3,1.4,7.2,4.0,1.0,9,0.0,Suburban,45.0,False,True,96.1,18.0,12.0,11.0,2.4,Passive Usage
3151,16,Male,6.5,1.4,1.4,1.6,1.2,4.5,3.8,1.9,0.8,8.1,4.0,1.9,9,2.1,Urban,57.0,True,True,130.9,8.0,7.0,15.7,2.8,Passive Usage
3152,49,Female,4.3,1.9,1.0,0.3,2.0,4.5,3.8,1.4,0.7,7.9,4.0,2.0,8,0.4,Urban,51.0,False,False,170.7,17.0,14.0,11.3,2.9,Passive Usage
3153,32,Female,2.4,1.2,0.5,0.6,0.6,1.0,1.2,3.1,2.7,8.0,5.0,9.7,1,5.0,Urban,78.0,False,True,109.5,1.0,2.0,18.7,1.7,Passive Usage
3154,28,Male,6.8,3.1,1.8,1.4,0.7,2.5,3.0,2.1,1.6,6.5,4.0,5.5,3,5.3,Suburban,78.0,True,True,148.8,4.0,4.0,12.1,4.9,Balanced
3155,34,Male,1.9,0.8,0.7,1.1,0.1,2.5,3.2,1.7,2.7,7.4,5.0,5.3,3,8.3,Suburban,80.0,True,True,176.8,8.0,4.0,13.4,1.5,Active/High-Intensity Usage
3156,32,Female,4.0,2.8,0.0,0.5,1.4,4.5,4.0,1.6,1.1,7.7,4.0,1.4,8,0.0,Suburban,51.0,False,False,136.7,16.0,11.0,15.3,2.8,Passive Usage
3157,24,Male,5.5,3.3,1.5,0.1,0.3,4.5,4.0,1.2,1.3,7.2,3.0,1.0,10,0.8,Suburban,47.0,True,True,114.8,15.0,16.0,14.3,4.8,Passive Usage
3158,39,Male,4.3,2.3,0.1,0.1,2.9,2.9,3.5,1.1,1.6,7.7,4.0,6.9,4,4.6,Urban,76.0,True,True,150.0,0.0,5.0,18.9,2.4,Active/High-Intensity Usage
3159,16,Female,5.3,1.9,0.0,1.2,1.0,4.5,3.8,0.9,1.3,7.1,3.0,1.0,10,1.8,Rural,44.0,False,False,209.5,18.0,10.0,8.7,1.9,Passive Usage
3160,39,Other,2.8,2.2,1.6,0.4,0.0,4.3,4.0,2.1,1.3,7.8,5.0,4.5,7,1.3,Rural,61.0,False,True,26.6,14.0,10.0,13.9,3.8000000000000003,Passive Usage
3161,68,Male,2.8,1.6,1.3,0.4,0.3,1.1,1.3,3.1,2.7,7.3,5.0,10.0,1,7.1,Urban,90.0,False,True,152.6,2.0,3.0,34.5,2.9000000000000004,Passive Usage
3162,47,Female,2.3,0.2,0.5,1.0,1.5,3.4,4.4,1.2,1.2,7.9,4.0,3.8,5,2.9,Urban,73.0,False,False,78.3,6.0,4.0,27.2,0.7,Active/High-Intensity Usage
3163,50,Male,4.0,1.1,1.8,0.6,2.1,2.3,2.8,1.8,1.6,7.0,4.0,6.4,3,6.0,Suburban,78.0,True,True,132.1,4.0,9.0,17.5,2.9000000000000004,Active/High-Intensity Usage
3164,45,Female,5.8,2.0,2.0,0.8,1.8,3.4,3.7,1.1,1.8,7.1,5.0,4.2,5,2.3,Urban,64.0,False,False,206.8,9.0,8.0,16.9,4.0,Active/High-Intensity Usage
3165,28,Female,4.1,1.2,1.8,0.4,0.6,1.6,2.2,2.6,1.8,7.4,5.0,8.1,2,1.9,Urban,73.0,False,False,174.3,2.0,4.0,19.3,3.0,Passive Usage
3166,15,Female,5.4,1.6,1.7,0.4,0.8,4.5,4.0,0.6,1.0,6.9,4.0,1.0,10,1.0,Rural,59.0,False,True,192.3,15.0,10.0,12.3,3.3,Passive Usage
3167,60,Male,2.4,2.4,0.0,0.2,0.7,1.7,2.6,2.8,2.0,7.4,5.0,7.6,2,4.0,Urban,83.0,True,False,173.6,5.0,4.0,20.9,2.4,Active/High-Intensity Usage
3168,30,Female,7.7,2.1,2.9,1.0,2.0,4.5,4.3,0.3,1.0,7.2,4.0,1.8,10,0.0,Suburban,49.0,False,False,191.4,12.0,18.0,8.5,5.0,Active/High-Intensity Usage
3169,68,Female,6.9,3.0,2.1,0.7,1.5,2.2,2.9,2.2,2.1,7.5,4.0,7.0,3,4.2,Urban,75.0,False,True,131.3,5.0,2.0,35.4,5.1,Active/High-Intensity Usage
3170,60,Male,3.7,2.3,0.5,0.8,1.0,1.6,2.3,2.5,2.4,7.6,5.0,7.9,2,4.5,Urban,75.0,False,False,244.0,2.0,4.0,28.2,2.8,Active/High-Intensity Usage
3171,66,Male,3.5,2.3,1.5,0.0,0.7,1.0,0.8,2.5,2.7,7.8,4.0,8.1,1,4.6,Rural,82.0,True,False,101.9,0.0,2.0,27.2,3.8,Balanced
3172,17,Male,6.1,1.4,1.7,1.0,0.9,4.5,4.3,1.1,0.8,7.3,3.0,1.0,10,0.1,Urban,45.0,False,True,88.6,12.0,14.0,7.6,3.0999999999999996,Passive Usage
3173,49,Male,3.9,0.8,1.5,0.8,1.4,3.7,3.6,1.4,1.5,7.2,4.0,3.6,6,0.8,Suburban,58.0,False,False,185.9,11.0,8.0,15.6,2.3,Balanced
3174,55,Female,8.3,1.6,3.5,1.0,2.7,4.5,3.6,1.8,0.6,6.1,3.0,1.0,9,0.0,Rural,46.0,False,False,123.8,11.0,11.0,8.3,5.1,Passive Usage
3175,20,Male,4.2,1.3,0.0,0.8,1.6,4.5,4.0,0.9,0.8,7.2,4.0,1.0,9,0.0,Urban,55.0,False,True,33.8,12.0,17.0,8.4,1.3,Passive Usage
3176,39,Male,2.8,1.8,0.0,0.8,1.1,2.2,2.8,2.5,2.0,7.6,4.0,8.5,3,2.8,Rural,69.0,False,False,127.9,6.0,5.0,33.5,1.8,Active/High-Intensity Usage
3177,27,Female,1.8,1.0,0.0,0.0,1.0,1.4,2.2,2.0,3.3,7.5,5.0,8.0,2,3.1,Urban,67.0,False,False,177.6,4.0,2.0,36.9,1.0,Active/High-Intensity Usage
3178,67,Male,8.4,2.8,1.6,1.3,3.1,2.9,3.2,1.6,1.9,7.7,4.0,6.4,4,4.0,Suburban,73.0,True,True,210.4,5.0,6.0,30.8,4.4,Active/High-Intensity Usage
3179,48,Female,4.6,1.3,2.1,0.0,2.2,3.4,3.9,1.1,0.8,7.6,4.0,5.4,5,4.0,Urban,66.0,False,True,120.1,8.0,7.0,18.1,3.4000000000000004,Active/High-Intensity Usage
3180,22,Male,8.0,1.7,1.9,1.2,2.4,4.1,4.2,1.3,1.2,6.9,4.0,2.8,7,2.4,Rural,62.0,False,False,153.3,7.0,5.0,17.3,3.5999999999999996,Active/High-Intensity Usage
3181,35,Female,4.9,2.0,1.2,0.6,2.1,4.3,4.0,1.5,1.0,7.7,4.0,3.1,7,0.0,Urban,53.0,False,True,153.4,8.0,7.0,17.6,3.2,Passive Usage
3182,48,Female,5.4,3.0,1.9,0.0,1.4,3.5,3.7,1.4,1.0,8.4,4.0,3.8,6,1.2,Suburban,58.0,False,False,162.7,11.0,12.0,18.1,4.9,Passive Usage
3183,18,Female,8.3,3.6,1.2,0.5,2.6,4.5,3.7,1.4,0.9,6.8,4.0,1.0,10,0.0,Suburban,48.0,False,False,221.8,16.0,10.0,8.2,4.8,Passive Usage
3184,39,Male,5.2,3.6,2.3,0.0,0.0,4.5,3.9,1.3,1.1,6.9,4.0,1.0,9,1.5,Rural,55.0,True,True,93.7,13.0,15.0,10.1,5.9,Passive Usage
3185,29,Female,7.9,0.8,2.7,1.3,3.0,4.5,4.0,1.6,1.0,7.2,3.0,1.0,9,0.9,Suburban,53.0,False,False,100.5,9.0,17.0,17.6,3.5,Passive Usage
3186,18,Male,5.3,1.7,0.5,0.3,2.1,4.5,4.0,1.1,1.3,6.8,4.0,3.5,8,3.4,Urban,57.0,True,True,186.0,12.0,11.0,18.6,2.2,Passive Usage
3187,59,Male,3.1,1.5,1.2,0.0,1.9,3.2,3.8,1.6,0.9,7.1,5.0,5.0,5,0.0,Suburban,64.0,False,False,103.5,8.0,9.0,21.6,2.7,Passive Usage
3188,74,Male,4.7,2.3,1.4,1.0,0.6,1.0,1.4,2.9,2.2,8.1,5.0,9.2,1,4.7,Urban,94.0,True,True,154.8,2.0,0.0,16.6,3.6999999999999997,Passive Usage
3189,26,Female,8.8,2.3,3.1,0.6,2.3,3.2,3.7,1.2,1.5,7.6,3.0,4.6,5,4.8,Urban,68.0,True,True,171.5,7.0,5.0,18.9,5.4,Active/High-Intensity Usage
3190,46,Male,4.7,1.5,0.6,0.9,2.5,4.0,4.0,1.7,1.1,7.7,4.0,2.0,8,1.1,Urban,62.0,True,True,136.0,12.0,9.0,13.0,2.1,Passive Usage
3191,46,Female,4.3,1.4,2.7,0.5,0.7,4.2,4.0,1.5,1.4,7.7,4.0,1.3,8,0.5,Suburban,52.0,True,True,67.5,13.0,15.0,14.0,4.1,Passive Usage
3192,42,Male,2.0,1.1,0.0,1.3,0.7,2.6,2.7,2.1,1.7,7.1,4.0,7.4,3,3.2,Urban,77.0,False,True,207.2,2.0,1.0,20.5,1.1,Passive Usage
3193,27,Male,4.2,0.2,2.9,0.4,0.4,3.6,3.5,1.3,0.9,7.1,5.0,3.4,6,2.3,Urban,72.0,False,False,213.6,13.0,7.0,23.8,3.1,Passive Usage
3194,45,Female,4.0,0.8,2.4,0.0,1.9,2.1,3.2,1.8,1.5,8.2,4.0,6.2,3,4.0,Rural,82.0,True,True,169.7,0.0,6.0,24.2,3.2,Active/High-Intensity Usage
3195,28,Male,5.3,2.8,1.3,0.0,1.3,4.5,4.0,1.9,1.1,7.1,3.0,1.0,9,0.0,Urban,40.0,False,False,48.5,8.0,16.0,16.9,4.1,Passive Usage
3196,34,Female,9.3,3.3,2.5,0.9,3.5,4.5,4.2,1.2,0.6,6.4,3.0,1.0,9,1.5,Rural,60.0,False,True,152.2,10.0,11.0,17.3,5.8,Passive Usage
3197,32,Male,3.8,3.2,0.9,0.2,0.0,3.6,4.0,2.6,1.4,7.5,3.0,3.3,6,0.3,Urban,56.0,False,False,140.7,5.0,9.0,16.8,4.1000000000000005,Passive Usage
3198,43,Female,4.2,2.8,0.5,1.4,0.5,1.6,2.2,2.6,2.8,7.7,5.0,6.8,2,4.2,Rural,78.0,False,False,150.0,5.0,2.0,19.5,3.3,Active/High-Intensity Usage
3199,74,Female,4.9,1.1,3.4,0.0,1.4,1.6,2.6,2.5,3.0,7.3,5.0,8.3,2,6.0,Urban,81.0,True,True,173.2,2.0,3.0,33.6,4.5,Active/High-Intensity Usage
3200,20,Male,6.2,0.9,0.9,1.2,2.1,4.5,4.3,1.5,0.6,7.1,3.0,2.1,9,0.0,Suburban,60.0,False,False,109.6,10.0,14.0,16.6,1.8,Passive Usage
3201,46,Male,4.0,0.4,2.2,0.3,2.0,2.7,3.4,1.5,2.0,6.4,4.0,7.4,4,7.2,Suburban,76.0,True,True,112.8,7.0,6.0,14.4,2.6,Active/High-Intensity Usage
3202,43,Female,6.2,1.5,2.7,1.4,1.5,3.0,3.7,2.2,2.6,7.1,4.0,6.5,4,3.6,Urban,71.0,False,True,117.5,9.0,7.0,22.8,4.2,Active/High-Intensity Usage
3203,57,Female,6.4,2.1,2.4,0.9,1.8,3.7,3.7,1.6,1.1,7.7,5.0,4.5,6,0.0,Suburban,62.0,True,True,61.1,10.0,5.0,9.2,4.5,Passive Usage
3204,16,Male,6.2,1.1,2.2,0.7,1.5,4.5,4.1,1.5,1.3,7.2,4.0,1.0,9,2.2,Suburban,55.0,False,True,174.3,11.0,12.0,9.1,3.3000000000000003,Passive Usage
3205,74,Male,7.3,2.4,2.2,1.0,2.4,4.5,4.1,1.2,0.8,8.2,4.0,1.0,9,1.1,Urban,56.0,True,False,221.7,19.0,13.0,16.2,4.6,Passive Usage
3206,37,Female,6.5,2.6,2.7,1.3,0.8,4.5,3.9,0.9,0.7,6.9,4.0,1.0,10,0.0,Rural,44.0,False,False,92.6,20.0,15.0,11.0,5.300000000000001,Passive Usage
3207,33,Female,4.1,1.6,1.8,0.6,1.0,1.6,2.3,2.0,2.3,7.2,4.0,8.4,2,3.5,Suburban,79.0,True,True,74.3,0.0,4.0,25.1,3.4000000000000004,Active/High-Intensity Usage
3208,45,Male,3.4,0.8,1.5,0.0,2.1,2.7,3.3,2.5,1.8,7.2,5.0,6.1,4,0.6,Urban,63.0,False,True,188.3,6.0,4.0,19.7,2.3,Passive Usage
3209,65,Female,6.6,3.2,0.0,1.3,3.0,3.2,3.6,1.5,1.5,6.9,4.0,5.3,5,4.9,Rural,66.0,False,False,65.1,10.0,8.0,11.3,3.2,Active/High-Intensity Usage
3210,19,Male,5.8,2.0,1.8,0.4,0.8,4.5,4.3,0.7,1.3,7.5,4.0,1.0,10,0.0,Rural,49.0,True,False,159.2,8.0,12.0,10.2,3.8,Active/High-Intensity Usage
3211,33,Female,9.5,3.7,2.6,2.1,1.6,4.5,3.9,0.6,1.6,6.7,3.0,1.0,10,0.8,Urban,51.0,False,False,127.1,10.0,10.0,14.2,6.300000000000001,Active/High-Intensity Usage
3212,48,Male,2.4,2.1,0.3,0.2,1.0,1.0,1.3,2.6,2.7,8.7,5.0,9.3,1,5.4,Suburban,95.0,False,False,215.8,5.0,3.0,32.1,2.4,Active/High-Intensity Usage
3213,24,Other,5.8,2.1,1.2,0.4,2.0,4.5,4.1,0.6,0.8,7.4,3.0,1.0,10,0.7,Urban,42.0,False,False,126.3,19.0,6.0,8.7,3.3,Passive Usage
3214,39,Female,2.9,1.1,2.0,1.0,0.0,0.6,1.1,2.2,2.7,7.2,5.0,7.3,1,3.2,Suburban,87.0,True,True,122.1,2.0,2.0,34.1,3.1,Active/High-Intensity Usage
3215,16,Female,7.8,1.6,3.2,1.1,1.1,4.5,3.7,1.8,0.7,6.5,3.0,1.1,8,0.0,Urban,46.0,True,False,161.9,16.0,15.0,15.4,4.800000000000001,Passive Usage
3216,25,Female,2.8,0.6,0.2,0.9,0.8,2.7,3.3,1.2,2.8,8.5,3.0,5.5,4,4.7,Suburban,66.0,True,False,180.3,6.0,3.0,19.5,0.8,Active/High-Intensity Usage
3217,64,Female,3.5,0.8,2.4,0.3,1.1,0.8,1.2,1.7,2.3,7.7,4.0,8.2,1,4.7,Urban,82.0,True,False,120.2,3.0,3.0,20.3,3.2,Active/High-Intensity Usage
3218,45,Female,2.5,2.7,1.1,0.0,0.0,1.3,2.3,2.7,2.9,8.3,4.0,7.9,2,5.1,Urban,85.0,True,True,97.2,8.0,2.0,22.5,3.8000000000000003,Active/High-Intensity Usage
3219,70,Male,4.8,1.7,0.8,0.2,3.4,1.9,3.2,2.3,2.3,7.4,4.0,5.9,3,6.1,Urban,79.0,True,False,233.5,4.0,3.0,26.3,2.5,Active/High-Intensity Usage
3220,29,Female,1.5,1.6,0.5,0.0,0.0,1.6,2.0,2.4,2.3,7.8,4.0,8.2,2,4.2,Urban,80.0,False,True,152.3,2.0,2.0,29.3,2.1,Active/High-Intensity Usage
3221,23,Female,6.2,1.3,0.8,1.8,1.9,4.5,4.3,0.8,1.7,7.9,4.0,1.0,10,0.0,Urban,52.0,False,True,204.6,20.0,18.0,9.4,2.1,Active/High-Intensity Usage
3222,37,Female,2.6,1.7,2.0,0.0,0.1,4.0,4.0,1.5,1.0,7.9,4.0,5.7,6,1.7,Suburban,64.0,False,True,99.5,10.0,10.0,17.8,3.7,Passive Usage
3223,33,Male,4.0,3.0,1.2,0.4,0.2,3.2,3.2,1.6,1.1,7.7,5.0,3.1,5,1.8,Urban,74.0,False,False,204.6,7.0,10.0,29.9,4.2,Passive Usage
3224,23,Male,7.7,2.1,2.3,1.0,1.5,4.5,4.0,0.8,0.8,6.8,3.0,1.0,10,1.5,Urban,50.0,False,True,166.4,18.0,14.0,12.4,4.4,Passive Usage
3225,49,Male,2.6,0.9,0.3,0.6,2.1,0.7,1.0,2.9,3.1,8.1,4.0,9.4,1,3.9,Urban,94.0,False,True,114.3,0.0,0.0,24.1,1.2,Active/High-Intensity Usage
3226,35,Female,4.8,2.9,2.3,0.2,0.3,3.8,3.8,1.7,1.2,7.4,4.0,5.1,6,2.0,Rural,63.0,False,True,229.2,6.0,5.0,19.1,5.199999999999999,Passive Usage
3227,23,Male,6.6,3.6,2.0,0.5,0.3,4.5,3.8,0.7,1.7,6.9,4.0,1.0,10,1.0,Urban,52.0,True,True,195.3,12.0,6.0,14.1,5.6,Active/High-Intensity Usage
3228,42,Female,1.4,2.4,0.0,0.2,0.1,0.7,1.1,2.7,2.8,8.9,5.0,10.0,1,4.2,Suburban,81.0,True,True,128.1,0.0,5.0,25.0,2.4,Active/High-Intensity Usage
3229,60,Female,7.1,2.8,3.2,0.4,1.6,4.4,3.9,1.7,1.7,6.9,4.0,1.3,8,0.0,Suburban,48.0,True,False,166.9,14.0,14.0,15.6,6.0,Passive Usage
3230,65,Female,5.4,3.1,1.9,0.8,0.4,3.8,3.9,0.9,1.0,6.9,4.0,2.2,7,1.0,Suburban,48.0,True,False,138.3,7.0,11.0,9.7,5.0,Active/High-Intensity Usage
3231,21,Female,6.3,0.5,2.3,0.0,2.7,4.5,4.0,0.8,1.4,7.7,4.0,1.0,10,0.4,Urban,37.0,False,False,92.0,15.0,19.0,11.8,2.8,Active/High-Intensity Usage
3232,30,Male,7.8,3.7,2.8,1.2,0.2,4.5,4.0,1.0,0.8,7.3,3.0,1.0,9,2.4,Urban,52.0,False,False,102.8,18.0,15.0,12.1,6.5,Passive Usage
3233,30,Male,7.7,3.0,2.6,0.6,1.9,4.5,4.2,1.1,0.9,6.7,4.0,1.0,10,1.2,Suburban,59.0,True,False,194.8,21.0,17.0,11.3,5.6,Passive Usage
3234,74,Male,6.0,2.4,1.4,0.2,2.9,2.1,3.1,1.6,2.3,7.2,3.0,7.1,3,4.4,Suburban,78.0,True,False,139.7,3.0,5.0,13.3,3.8,Active/High-Intensity Usage
3235,47,Female,5.0,1.9,2.3,0.4,1.5,3.4,3.8,1.6,1.4,7.7,4.0,3.9,6,2.6,Suburban,66.0,True,True,107.3,6.0,9.0,10.7,4.199999999999999,Active/High-Intensity Usage
3236,18,Male,3.2,0.8,0.0,1.3,0.0,2.7,3.3,1.6,1.9,7.7,5.0,6.0,4,3.3,Urban,71.0,True,True,99.1,9.0,4.0,20.9,0.8,Active/High-Intensity Usage
3237,18,Female,7.1,1.7,1.9,1.1,1.8,4.5,4.3,0.8,0.8,7.5,4.0,2.0,8,1.4,Urban,62.0,False,True,161.2,8.0,9.0,10.3,3.5999999999999996,Passive Usage
3238,53,Male,6.8,2.4,3.4,0.7,1.2,4.5,4.1,1.3,1.4,7.1,3.0,1.8,10,0.0,Urban,50.0,False,True,174.5,12.0,18.0,11.7,5.8,Passive Usage
3239,54,Male,2.0,1.0,0.7,0.2,1.4,3.0,3.5,1.6,1.4,8.2,5.0,5.9,5,1.9,Rural,60.0,False,False,193.3,8.0,8.0,14.1,1.7,Active/High-Intensity Usage
